time,lat,lon,insitu_sm,dem,awc,clay,silt,sand,lst_1km,albedo_500m,ndvi_500m,lst_100m,albedo_100m,ndvi_100m,et_100m,tavg,vpd,srad,rain,lst_interp_1km,lst_interp_100m
2016-01-01,-34.706,146.079,0.131,127.492,8,0.635,0.063,0.303,NA,0.205,0.509,NA,0.191,0.437,2.167,30.443,43.83,30.79,0,312.35,312.915
2016-01-02,-34.706,146.079,0.115,127.492,8,0.635,0.063,0.303,NA,0.204,0.51,NA,0.19,0.438,2.167,28.857,29.914,24.529,0,311.765,312.065
2016-01-03,-34.706,146.079,0.107,127.492,8,0.635,0.063,0.303,NA,0.205,0.53,NA,0.188,0.441,2.167,23.823,16.636,24.69,8.933,311.18,311.218
2016-01-04,-34.706,146.079,0.103,127.492,8,0.635,0.063,0.303,NA,0.202,0.527,NA,0.186,0.442,2.167,21.849,16.108,25.526,0,310.595,310.377
2016-01-05,-34.706,146.079,NA,127.492,8,0.635,0.063,0.303,NA,0.202,0.522,NA,0.182,0.437,2.167,21.794,10.241,21.892,0,310.01,309.549
2016-01-06,-34.706,146.079,0.098,127.492,8,0.635,0.063,0.303,NA,0.202,0.526,NA,0.182,0.437,2.167,23.483,16.416,27.925,0,309.425,308.695
2016-01-07,-34.706,146.079,NA,127.492,8,0.635,0.063,0.303,308.84,0.2,0.583,307.766,0.174,0.443,2.167,23.204,20.287,30.216,0.321,308.84,307.766
2016-01-08,-34.706,146.079,0.096,127.492,8,0.635,0.063,0.303,NA,0.198,0.569,NA,0.168,0.441,2.167,23.086,22.886,30.856,0,312.427,312.079
2016-01-09,-34.706,146.079,0.094,127.492,8,0.635,0.063,0.303,NA,0.201,0.574,NA,0.169,0.438,2.167,26.539,34.284,30.905,0,316.013,316.008
2016-01-10,-34.706,146.079,0.093,127.492,8,0.635,0.063,0.303,319.6,0.2,0.57,319.949,0.169,0.438,2.167,27.85,41.174,30.924,0,319.6,319.949
2016-01-11,-34.706,146.079,0.092,127.492,8,0.635,0.063,0.303,NA,0.2,0.572,NA,0.166,0.428,2.167,30.571,49.924,30.854,0,316.93,317.196
2016-01-12,-34.706,146.079,0.09,127.492,8,0.635,0.063,0.303,314.26,0.201,0.59,314.447,0.17,0.436,2.167,32.256,44.452,30.507,0,314.26,314.447
2016-01-13,-34.706,146.079,0.088,127.492,8,0.635,0.063,0.303,319.94,0.201,0.589,318.768,0.168,0.435,2.167,34.7,55.959,30.434,0,319.94,318.768
2016-01-14,-34.706,146.079,NA,127.492,8,0.635,0.063,0.303,NA,0.201,0.589,NA,0.168,0.435,2.167,27.51,16.566,25.054,0.064,314.5,313.84
2016-01-15,-34.706,146.079,0.074,127.492,8,0.635,0.063,0.303,309.06,0.201,0.589,308.974,0.169,0.436,2.167,19.309,18.128,30.004,0,309.06,308.974
