time,lat,lon,insitu_sm,dem,awc,clay,silt,sand,lst_1km,albedo_500m,ndvi_500m,lst_100m,albedo_100m,ndvi_100m,et_100m,tavg,vpd,srad,rain,lst_interp_1km,lst_interp_100m
2016-01-01,-35.005,146.31,0.125,123.464,8,0.614,0.069,0.317,NA,0.223,0.226,NA,0.211,0.356,1.039,30.587,42.97,30.795,0,311.04,310.485
2016-01-02,-35.005,146.31,0.141,123.464,8,0.614,0.069,0.317,NA,0.222,0.226,NA,0.215,0.35,1.039,29.063,29.718,24.557,0,311.47,310.765
2016-01-03,-35.005,146.31,0.157,123.464,8,0.614,0.069,0.317,NA,0.221,0.227,NA,0.213,0.35,1.039,24.012,17.019,23.895,10.213,311.9,311.058
2016-01-04,-35.005,146.31,0.149,123.464,8,0.614,0.069,0.317,NA,0.221,0.227,NA,0.213,0.35,1.039,21.929,15.048,23.896,0,312.33,311.362
2016-01-05,-35.005,146.31,0.141,123.464,8,0.614,0.069,0.317,NA,0.225,0.217,NA,0.212,0.328,1.039,21.609,8.793,20.652,0,312.76,311.663
2016-01-06,-35.005,146.31,0.133,123.464,8,0.614,0.069,0.317,NA,0.224,0.22,NA,0.213,0.333,1.039,23.796,15.668,28.981,0,313.19,311.964
2016-01-07,-35.005,146.31,0.125,123.464,8,0.614,0.069,0.317,313.62,0.225,0.213,312.263,0.219,0.323,1.039,23.042,20.569,30.628,0.049,313.62,312.263
2016-01-08,-35.005,146.31,0.116,123.464,8,0.614,0.069,0.317,NA,0.228,0.213,NA,0.215,0.324,1.039,23.277,22.891,30.817,0,316.667,314.956
2016-01-09,-35.005,146.31,0.107,123.464,8,0.614,0.069,0.317,NA,0.23,0.21,NA,0.211,0.323,1.039,26.684,33.564,30.828,0,319.713,317.632
2016-01-10,-35.005,146.31,0.099,123.464,8,0.614,0.069,0.317,322.76,0.23,0.209,320.301,0.216,0.322,1.039,27.967,40.125,30.822,0,322.76,320.301
2016-01-11,-35.005,146.31,0.091,123.464,8,0.614,0.069,0.317,NA,0.231,0.208,NA,0.211,0.32,1.039,30.51,48.461,30.752,0,323.33,320.783
2016-01-12,-35.005,146.31,0.087,123.464,8,0.614,0.069,0.317,323.9,0.233,0.205,321.266,0.212,0.316,1.039,32.246,44.216,30.511,0,323.9,321.266
2016-01-13,-35.005,146.31,0.081,123.464,8,0.614,0.069,0.317,321.3,0.233,0.206,319.971,0.207,0.316,1.039,34.596,54.804,30.564,0,321.3,319.971
2016-01-14,-35.005,146.31,0.084,123.464,8,0.614,0.069,0.317,NA,0.232,0.205,NA,0.207,0.316,1.039,28.127,16.975,25.948,0.018,319.63,315.36
2016-01-15,-35.005,146.31,0.083,123.464,8,0.614,0.069,0.317,NA,0.232,0.205,NA,0.205,0.316,1.039,19.54,18.759,30.144,0,317.96,310.694
2016-01-16,-35.005,146.31,0.079,123.464,8,0.614,0.069,0.317,NA,0.234,0.205,NA,0.221,0.318,1.039,21.863,21.764,29.182,0,316.29,312.023
2016-01-17,-35.005,146.31,0.076,123.464,8,0.614,0.069,0.317,314.62,0.233,0.206,313.339,0.217,0.322,1.039,23.854,22.852,29.603,0,314.62,313.339
2016-01-18,-35.005,146.31,0.072,123.464,8,0.614,0.069,0.317,NA,0.235,0.204,NA,0.215,0.323,1.039,25.658,29.566,30.178,0,316.93,315.622
2016-01-19,-35.005,146.31,0.068,123.464,8,0.614,0.069,0.317,319.24,0.234,0.206,317.895,0.215,0.325,1.039,30.191,45.14,30.155,0,319.24,317.895
2016-01-20,-35.005,146.31,0.066,123.464,8,0.614,0.069,0.317,NA,0.234,0.206,NA,0.219,0.326,1.039,32.056,39.708,28.307,0,317.92,314.982
2016-01-21,-35.005,146.31,NA,123.464,8,0.614,0.069,0.317,NA,0.229,0.211,NA,0.226,0.334,1.039,30.015,25.348,25.373,0,316.6,312.049
2016-01-22,-35.005,146.31,0.251,123.464,8,0.614,0.069,0.317,NA,0.229,0.211,NA,0.222,0.337,1.039,24.862,8.554,11.184,0,315.28,309.179
2016-01-23,-35.005,146.31,0.221,123.464,8,0.614,0.069,0.317,NA,0.213,0.221,NA,0.177,0.355,1.039,25.437,15.87,27.175,14.661,313.96,306.401
2016-01-24,-35.005,146.31,0.188,123.464,8,0.614,0.069,0.317,312.64,0.211,0.223,310.961,0.168,0.357,1.039,24.324,19.896,29.764,0,312.64,310.961
