time,lat,lon,insitu_sm,dem,awc,clay,silt,sand,lst_1km,albedo_500m,ndvi_500m,lst_100m,albedo_100m,ndvi_100m,et_100m,tavg,vpd,srad,rain,lst_interp_1km,lst_interp_100m
2016-01-01,-34.965,146.303,0.102,127.441,8,0.638,0.059,0.302,NA,0.201,0.241,NA,0.19,0.242,3.272,30.577,43.039,30.797,0,309.97,311.311
2016-01-02,-34.965,146.303,0.097,127.441,8,0.638,0.059,0.302,NA,0.197,0.241,NA,0.189,0.242,3.272,29.02,29.781,24.532,0,310.225,311.652
2016-01-03,-34.965,146.303,0.092,127.441,8,0.638,0.059,0.302,NA,0.194,0.242,NA,0.188,0.241,3.272,23.976,17.063,23.934,11.219,310.48,311.992
2016-01-04,-34.965,146.303,0.199,127.441,8,0.638,0.059,0.302,NA,0.194,0.243,NA,0.188,0.242,3.272,21.883,15.246,23.981,0,310.735,312.333
2016-01-05,-34.965,146.303,0.174,127.441,8,0.638,0.059,0.302,NA,0.196,0.247,NA,0.189,0.242,3.272,21.606,8.886,20.63,0,310.99,312.59
2016-01-06,-34.965,146.303,0.138,127.441,8,0.638,0.059,0.302,NA,0.194,0.248,NA,0.189,0.243,3.272,23.765,15.748,28.907,0,311.245,312.743
2016-01-07,-34.965,146.303,0.124,127.441,8,0.638,0.059,0.302,311.5,0.192,0.253,312.907,0.189,0.248,3.272,23.022,20.498,30.623,0.058,311.5,312.907
2016-01-08,-34.965,146.303,0.115,127.441,8,0.638,0.059,0.302,NA,0.193,0.252,NA,0.189,0.243,3.272,23.229,22.903,30.826,0,314.427,315.342
2016-01-09,-34.965,146.303,0.109,127.441,8,0.638,0.059,0.302,NA,0.194,0.251,NA,0.189,0.241,3.272,26.67,33.722,30.836,0,317.353,318.052
2016-01-10,-34.965,146.303,0.105,127.441,8,0.638,0.059,0.302,320.28,0.194,0.251,320.841,0.189,0.241,3.272,27.938,40.276,30.831,0,320.28,320.841
2016-01-11,-34.965,146.303,0.098,127.441,8,0.638,0.059,0.302,NA,0.195,0.251,NA,0.189,0.24,3.272,30.518,48.677,30.76,0,320.333,320.559
2016-01-12,-34.965,146.303,0.095,127.441,8,0.638,0.059,0.302,NA,0.197,0.248,NA,0.19,0.236,3.272,32.281,44.38,30.518,0,320.387,320.278
2016-01-13,-34.965,146.303,0.09,127.441,8,0.638,0.059,0.302,320.44,0.197,0.248,321.034,0.19,0.236,3.272,34.569,54.933,30.651,0,320.44,321.034
2016-01-14,-34.965,146.303,0.087,127.441,8,0.638,0.059,0.302,NA,0.197,0.248,NA,0.19,0.236,3.272,28.136,17.046,25.979,0.002,315.78,316.573
2016-01-15,-34.965,146.303,0.084,127.441,8,0.638,0.059,0.302,311.12,0.197,0.247,312.652,0.19,0.236,3.272,19.506,18.733,30.132,0,311.12,312.652
2016-01-16,-34.965,146.303,0.069,127.441,8,0.638,0.059,0.302,NA,0.19,0.247,NA,0.188,0.236,3.272,21.858,21.687,29.16,0,312.44,313.645
2016-01-17,-34.965,146.303,0.072,127.441,8,0.638,0.059,0.302,313.76,0.195,0.244,314.804,0.189,0.234,3.272,23.824,22.883,29.582,0,313.76,314.804
2016-01-18,-34.965,146.303,0.074,127.441,8,0.638,0.059,0.302,NA,0.2,0.243,NA,0.19,0.235,3.272,25.659,29.57,30.172,0,316.82,317.501
2016-01-19,-34.965,146.303,0.073,127.441,8,0.638,0.059,0.302,319.88,0.199,0.243,320.293,0.19,0.235,3.272,30.191,45.136,30.156,0,319.88,320.293
2016-01-20,-34.965,146.303,NA,127.441,8,0.638,0.059,0.302,NA,0.199,0.243,NA,0.19,0.236,3.272,32.051,39.919,28.366,0,316.145,317.463
2016-01-21,-34.965,146.303,0.075,127.441,8,0.638,0.059,0.302,NA,0.187,0.254,NA,0.184,0.246,3.272,29.953,25.261,25.238,0,312.41,314.761
2016-01-22,-34.965,146.303,0.07,127.441,8,0.638,0.059,0.302,NA,0.188,0.254,NA,0.183,0.247,3.272,24.84,8.602,11.156,0,308.675,312.086
2016-01-23,-34.965,146.303,0.068,127.441,8,0.638,0.059,0.302,304.94,0.174,0.259,307.86,0.177,0.252,3.272,25.415,15.848,27.191,14.7,304.94,307.86
2016-01-24,-34.965,146.303,0.185,127.441,8,0.638,0.059,0.302,311.88,0.172,0.261,312.985,0.176,0.254,3.272,24.275,19.787,29.774,0,311.88,312.985
