time,lat,lon,insitu_sm,dem,awc,clay,silt,sand,lst_1km,albedo_500m,ndvi_500m,lst_100m,albedo_100m,ndvi_100m,et_100m,tavg,vpd,srad,rain,lst_interp_1km,lst_interp_100m
2016-01-01,-34.943,146.34,0.082,127.408,7,0.587,0.062,0.351,NA,0.214,0.221,NA,0.2,0.232,0.714,30.591,42.977,30.791,0,313.8,313.517
2016-01-02,-34.943,146.34,0.23,127.408,7,0.587,0.062,0.351,NA,0.215,0.221,NA,0.199,0.233,0.714,29.014,29.874,24.475,0,313.41,313.235
2016-01-03,-34.943,146.34,0.173,127.408,7,0.587,0.062,0.351,NA,0.215,0.226,NA,0.196,0.234,0.714,23.984,17.191,23.839,10.901,313.02,312.955
2016-01-04,-34.943,146.34,0.137,127.408,7,0.587,0.062,0.351,NA,0.212,0.227,NA,0.196,0.235,0.714,21.875,15.392,23.794,0,312.63,312.677
2016-01-05,-34.943,146.34,0.126,127.408,7,0.587,0.062,0.351,NA,0.22,0.231,NA,0.202,0.233,0.714,21.601,8.839,20.263,0,312.24,312.4
2016-01-06,-34.943,146.34,0.12,127.408,7,0.587,0.062,0.351,NA,0.22,0.23,NA,0.202,0.234,0.714,23.792,15.754,28.617,0,311.85,312.108
2016-01-07,-34.943,146.34,0.105,127.408,7,0.587,0.062,0.351,311.46,0.223,0.238,311.803,0.2,0.241,0.714,23,20.476,30.573,0.096,311.46,311.803
2016-01-08,-34.943,146.34,0.093,127.408,7,0.587,0.062,0.351,NA,0.223,0.227,NA,0.201,0.237,0.714,23.224,22.964,30.831,0,314.793,314.891
2016-01-09,-34.943,146.34,0.083,127.408,7,0.587,0.062,0.351,NA,0.224,0.226,NA,0.2,0.235,0.714,26.712,33.871,30.834,0,318.127,318
2016-01-10,-34.943,146.34,0.078,127.408,7,0.587,0.062,0.351,321.46,0.224,0.227,321.125,0.201,0.235,0.714,27.939,40.364,30.826,0,321.46,321.125
2016-01-11,-34.943,146.34,0.07,127.408,7,0.587,0.062,0.351,NA,0.224,0.225,NA,0.2,0.234,0.714,30.531,48.774,30.755,0,321.67,321.284
2016-01-12,-34.943,146.34,0.065,127.408,7,0.587,0.062,0.351,321.88,0.224,0.224,321.444,0.201,0.232,0.714,32.355,44.664,30.532,0,321.88,321.444
2016-01-13,-34.943,146.34,0.06,127.408,7,0.587,0.062,0.351,320.3,0.224,0.224,320.836,0.2,0.232,0.714,34.529,54.965,30.573,0,320.3,320.836
2016-01-14,-34.943,146.34,0.05,127.408,7,0.587,0.062,0.351,NA,0.223,0.223,NA,0.199,0.232,0.714,28.299,17.256,26.104,0.017,315.64,317.05
2016-01-15,-34.943,146.34,NA,127.408,7,0.587,0.062,0.351,310.98,0.223,0.223,313.308,0.2,0.232,0.714,19.537,18.813,30.13,0,310.98,313.308
2016-01-16,-34.943,146.34,0.053,127.408,7,0.587,0.062,0.351,NA,0.222,0.224,NA,0.196,0.232,0.714,21.878,21.671,29.17,0,312.61,313.83
2016-01-17,-34.943,146.34,0.052,127.408,7,0.587,0.062,0.351,314.24,0.222,0.222,314.357,0.198,0.231,0.714,23.8,22.915,29.567,0,314.24,314.357
2016-01-18,-34.943,146.34,0.054,127.408,7,0.587,0.062,0.351,NA,0.223,0.221,NA,0.197,0.236,0.714,25.679,29.464,30.168,0,316.11,316.727
2016-01-19,-34.943,146.34,0.053,127.408,7,0.587,0.062,0.351,317.98,0.223,0.22,319.112,0.198,0.232,0.714,30.176,45.079,30.159,0,317.98,319.112
