time,lat,lon,insitu_sm,dem,awc,clay,silt,sand,lst_1km,albedo_500m,ndvi_500m,lst_100m,albedo_100m,ndvi_100m,et_100m,tavg,vpd,srad,rain,lst_interp_1km,lst_interp_100m
2016-01-01,-34.754,146.078,0.121,126.89,9,0.587,0.06,0.353,NA,0.219,0.197,NA,0.211,0.205,0.743,30.466,43.817,30.803,0,315.005,313.746
2016-01-02,-34.754,146.078,0.153,126.89,9,0.587,0.06,0.353,NA,0.218,0.199,NA,0.21,0.206,0.743,28.885,29.837,24.569,0,313.987,312.81
2016-01-03,-34.754,146.078,0.169,126.89,9,0.587,0.06,0.353,NA,0.215,0.2,NA,0.207,0.206,0.743,23.854,16.719,24.69,8.819,312.97,311.886
2016-01-04,-34.754,146.078,0.16,126.89,9,0.587,0.06,0.353,NA,0.214,0.199,NA,0.207,0.207,0.743,21.865,15.952,25.45,0,311.953,310.989
2016-01-05,-34.754,146.078,0.154,126.89,9,0.587,0.06,0.353,NA,0.205,0.195,NA,0.202,0.208,0.743,21.784,10.127,21.86,0,310.935,310.049
2016-01-06,-34.754,146.078,0.147,126.89,9,0.587,0.06,0.353,NA,0.204,0.196,NA,0.202,0.207,0.743,23.517,16.39,28.033,0,309.917,308.93
2016-01-07,-34.754,146.078,0.145,126.89,9,0.587,0.06,0.353,308.9,0.19,0.198,307.81,0.193,0.211,0.743,23.206,20.364,30.248,0.3,308.9,307.81
2016-01-08,-34.754,146.078,0.136,126.89,9,0.587,0.06,0.353,NA,0.189,0.19,NA,0.191,0.204,0.743,23.107,22.846,30.854,0,313.607,312.401
2016-01-09,-34.754,146.078,0.118,126.89,9,0.587,0.06,0.353,NA,0.192,0.196,NA,0.192,0.204,0.743,26.519,34.107,30.9,0,318.313,316.702
2016-01-10,-34.754,146.078,0.106,126.89,9,0.587,0.06,0.353,323.02,0.191,0.199,321.045,0.191,0.206,0.743,27.865,41.009,30.917,0,323.02,321.045
2016-01-11,-34.754,146.078,0.096,126.89,9,0.587,0.06,0.353,NA,0.194,0.201,NA,0.192,0.205,0.743,30.569,49.763,30.847,0,322.14,320.384
2016-01-12,-34.754,146.078,0.09,126.89,9,0.587,0.06,0.353,321.26,0.196,0.204,319.724,0.193,0.203,0.743,32.219,44.267,30.5,0,321.26,319.724
2016-01-13,-34.754,146.078,0.082,126.89,9,0.587,0.06,0.353,319.22,0.197,0.204,318.423,0.193,0.203,0.743,34.723,55.807,30.562,0,319.22,318.423
2016-01-14,-34.754,146.078,0.069,126.89,9,0.587,0.06,0.353,NA,0.197,0.204,NA,0.193,0.203,0.743,27.474,16.508,25.119,0.037,317.555,316.015
2016-01-15,-34.754,146.078,0.072,126.89,9,0.587,0.06,0.353,NA,0.197,0.204,NA,0.193,0.204,0.743,19.316,18.185,30.027,0,315.89,313.63
2016-01-16,-34.754,146.078,0.071,126.89,9,0.587,0.06,0.353,NA,0.197,0.207,NA,0.194,0.204,0.743,21.875,21.334,28.977,0,314.225,312.961
2016-01-17,-34.754,146.078,0.069,126.89,9,0.587,0.06,0.353,312.56,0.198,0.207,312.292,0.196,0.202,0.743,23.864,22.981,29.542,0,312.56,312.292
2016-01-18,-34.754,146.078,NA,126.89,9,0.587,0.06,0.353,NA,0.198,0.207,NA,0.195,0.202,0.743,25.684,30.5,30.163,0,315.84,314.588
2016-01-19,-34.754,146.078,0.068,126.89,9,0.587,0.06,0.353,319.12,0.198,0.206,316.904,0.194,0.203,0.743,30.321,45.177,30.138,0,319.12,316.904
2016-01-20,-34.754,146.078,0.063,126.89,9,0.587,0.06,0.353,NA,0.197,0.206,NA,0.194,0.203,0.743,32.092,40.328,28.6,0,315.36,313.832
2016-01-21,-34.754,146.078,NA,126.89,9,0.587,0.06,0.353,NA,0.201,0.207,NA,0.192,0.205,0.743,29.723,24.451,24.514,0,311.6,310.851
2016-01-22,-34.754,146.078,0.232,126.89,9,0.587,0.06,0.353,NA,0.2,0.205,NA,0.192,0.205,0.743,24.735,8.281,10.986,0,307.84,307.371
2016-01-23,-34.754,146.078,0.22,126.89,9,0.587,0.06,0.353,304.08,0.193,0.206,304.337,0.189,0.21,0.743,25.241,14.998,27.231,13.422,304.08,304.337
2016-01-24,-34.754,146.078,0.2,126.89,9,0.587,0.06,0.353,310.66,0.194,0.21,309.79,0.188,0.211,0.743,23.987,18.768,29.809,0,310.66,309.79
2016-01-25,-34.754,146.078,0.189,126.89,9,0.587,0.06,0.353,NA,0.19,0.208,NA,0.183,0.217,0.743,24.777,21.357,29.502,0,312.63,311.514
2016-01-26,-34.754,146.078,0.195,126.89,9,0.587,0.06,0.353,314.6,0.189,0.209,313.215,0.182,0.219,0.743,27.189,26.007,24.585,0,314.6,313.215
2016-01-27,-34.754,146.078,0.242,126.89,9,0.587,0.06,0.353,NA,0.185,0.208,NA,0.18,0.22,0.743,22.33,3.875,11.258,15.074,311.575,310.531
2016-01-28,-34.754,146.078,0.271,126.89,9,0.587,0.06,0.353,NA,0.17,0.22,NA,0.171,0.233,0.743,25.188,13.951,22.666,5.393,308.55,307.252
2016-01-29,-34.754,146.078,0.26,126.89,9,0.587,0.06,0.353,NA,0.171,0.214,NA,0.172,0.229,0.743,19.753,7.382,15.481,2.222,305.525,304.502
2016-01-30,-34.754,146.078,0.294,126.89,9,0.587,0.06,0.353,302.5,0.172,0.239,301.709,0.17,0.239,0.743,18.384,8.573,17.833,1.145,302.5,301.709
2016-01-31,-34.754,146.078,0.314,126.89,9,0.587,0.06,0.353,NA,0.172,0.24,NA,0.17,0.239,0.743,18.753,8.651,16.16,8.21,304.273,303.364
2016-02-01,-34.754,146.078,0.292,126.89,9,0.587,0.06,0.353,NA,0.169,0.247,NA,0.167,0.246,0.706,19.636,7.857,24.713,10.589,306.047,304.998
2016-02-02,-34.754,146.078,0.269,126.89,9,0.587,0.06,0.353,307.82,0.171,0.248,306.541,0.168,0.249,0.706,21.958,17.935,27.206,0,307.82,306.541
2016-02-03,-34.754,146.078,0.246,126.89,9,0.587,0.06,0.353,NA,0.168,0.252,NA,0.165,0.253,0.706,24.233,11.344,22.78,0,308.44,307.227
2016-02-04,-34.754,146.078,0.227,126.89,9,0.587,0.06,0.353,309.06,0.165,0.256,307.933,0.163,0.255,0.706,23.403,17.328,28.522,0,309.06,307.933
2016-02-05,-34.754,146.078,0.208,126.89,9,0.587,0.06,0.353,306.94,0.165,0.256,306.357,0.162,0.256,0.706,23.37,20.562,28.055,0,306.94,306.357
2016-02-06,-34.754,146.078,0.19,126.89,9,0.587,0.06,0.353,309.2,0.167,0.248,307.927,0.159,0.25,0.706,23.6,19.137,26.439,0,309.2,307.927
2016-02-07,-34.754,146.078,0.169,126.89,9,0.587,0.06,0.353,312.94,0.167,0.249,312.61,0.159,0.253,0.706,25.686,22.294,27.764,0,312.94,312.61
2016-02-08,-34.754,146.078,0.146,126.89,9,0.587,0.06,0.353,314.5,0.17,0.246,313.662,0.152,0.249,0.706,27.452,31.007,28.226,0,314.5,313.662
2016-02-09,-34.754,146.078,0.124,126.89,9,0.587,0.06,0.353,314.38,0.17,0.245,313.903,0.154,0.247,0.706,27.005,30.227,28.16,0,314.38,313.903
2016-02-10,-34.754,146.078,0.109,126.89,9,0.587,0.06,0.353,NA,0.171,0.239,NA,0.15,0.243,0.706,27.054,36.58,28.077,0,313.41,312.878
2016-02-11,-34.754,146.078,0.1,126.89,9,0.587,0.06,0.353,312.44,0.171,0.236,311.602,0.148,0.241,0.706,26.292,30.568,27.882,0,312.44,311.602
2016-02-12,-34.754,146.078,0.094,126.89,9,0.587,0.06,0.353,NA,0.167,0.233,NA,0.139,0.241,0.706,27.421,31.028,27.73,0,316.32,315.086
2016-02-13,-34.754,146.078,0.089,126.89,9,0.587,0.06,0.353,320.2,0.168,0.226,318.372,0.143,0.236,0.706,29.043,41.088,27.647,0,320.2,318.372
2016-02-14,-34.754,146.078,0.079,126.89,9,0.587,0.06,0.353,308.7,0.169,0.231,308.209,0.138,0.237,0.706,26.196,23.047,25.691,0,308.7,308.209
2016-02-15,-34.754,146.078,0.075,126.89,9,0.587,0.06,0.353,NA,0.168,0.209,NA,0.141,0.229,0.706,22.264,21.134,27.029,0,306.62,305.842
2016-02-16,-34.754,146.078,0.07,126.89,9,0.587,0.06,0.353,304.54,0.167,0.211,303.923,0.136,0.228,0.706,21.011,16.843,25.225,0,304.54,303.923
2016-02-17,-34.754,146.078,0.069,126.89,9,0.587,0.06,0.353,NA,0.17,0.195,NA,0.14,0.209,0.706,19.36,15.24,25.833,0,309.09,307.659
2016-02-18,-34.754,146.078,0.071,126.89,9,0.587,0.06,0.353,313.64,0.168,0.199,312.183,0.14,0.209,0.706,22.438,17.768,26.833,0,313.64,312.183
2016-02-19,-34.754,146.078,0.07,126.89,9,0.587,0.06,0.353,NA,0.169,0.193,NA,0.141,0.202,0.706,24.533,28.52,26.763,0,313.64,312.183
2016-02-20,-34.754,146.078,0.065,126.89,9,0.587,0.06,0.353,NA,0.17,0.192,NA,0.144,0.202,0.706,24.207,20.395,26.611,0,313.64,312.183
2016-02-21,-34.754,146.078,0.067,126.89,9,0.587,0.06,0.353,NA,0.17,0.193,NA,0.138,0.198,0.706,24.768,27.767,26.41,0,314.48,313.047
2016-02-22,-34.754,146.078,0.066,126.89,9,0.587,0.06,0.353,NA,0.172,0.187,NA,0.14,0.19,0.706,28.371,33.034,26.246,0,314.76,313.335
2016-02-23,-34.754,146.078,0.068,126.89,9,0.587,0.06,0.353,NA,0.17,0.192,NA,0.138,0.194,0.706,32.112,44.911,26.12,0,315.04,313.617
2016-02-24,-34.754,146.078,0.066,126.89,9,0.587,0.06,0.353,NA,0.172,0.185,NA,0.142,0.191,0.706,33.107,49.923,26.084,0,315.32,313.822
2016-02-25,-34.754,146.078,0.061,126.89,9,0.587,0.06,0.353,NA,0.172,0.184,NA,0.14,0.192,0.706,29.93,35.028,25.875,0,315.6,314.034
2016-02-26,-34.754,146.078,0.057,126.89,9,0.587,0.06,0.353,NA,0.173,0.186,NA,0.143,0.189,0.706,24.248,22.072,25.569,0,315.88,314.25
2016-02-27,-34.754,146.078,0.059,126.89,9,0.587,0.06,0.353,NA,0.174,0.193,NA,0.142,0.193,0.706,23.603,22.703,25.562,0,316.72,314.919
2016-02-28,-34.754,146.078,0.062,126.89,9,0.587,0.06,0.353,NA,0.182,0.194,NA,0.145,0.191,0.706,25.793,25.668,25.39,0,316.72,314.919
