time,lat,lon,insitu_sm,dem,awc,clay,silt,sand,lst_1km,albedo_500m,ndvi_500m,lst_100m,albedo_100m,ndvi_100m,et_100m,tavg,vpd,srad,rain,lst_interp_1km,lst_interp_100m
2016-01-01,-34.677,146.14,0.091,128.436,9,0.675,0.052,0.273,NA,0.188,0.256,NA,0.163,0.197,0.824,30.442,43.736,30.775,0,315.515,315.617
2016-01-02,-34.677,146.14,0.081,128.436,9,0.675,0.052,0.273,NA,0.187,0.257,NA,0.163,0.197,0.824,28.845,30.062,24.462,0,314.682,314.846
2016-01-03,-34.677,146.14,0.079,128.436,9,0.675,0.052,0.273,NA,0.188,0.254,NA,0.165,0.197,0.824,23.812,16.683,24.533,9.682,313.85,314.074
2016-01-04,-34.677,146.14,0.078,128.436,9,0.675,0.052,0.273,NA,0.188,0.254,NA,0.165,0.197,0.824,21.808,16.254,25.35,0,313.017,313.301
2016-01-05,-34.677,146.14,0.077,128.436,9,0.675,0.052,0.273,NA,0.188,0.251,NA,0.164,0.194,0.824,21.77,10.116,21.682,0,312.185,312.525
2016-01-06,-34.677,146.14,NA,128.436,9,0.675,0.052,0.273,NA,0.188,0.25,NA,0.165,0.195,0.824,23.501,16.372,27.777,0,311.352,311.744
2016-01-07,-34.677,146.14,0.078,128.436,9,0.675,0.052,0.273,310.52,0.184,0.241,310.957,0.166,0.194,0.824,23.151,20.202,30.208,0.33,310.52,310.957
2016-01-08,-34.677,146.14,0.079,128.436,9,0.675,0.052,0.273,NA,0.185,0.236,NA,0.165,0.188,0.824,23.068,22.994,30.858,0,314.633,314.702
2016-01-09,-34.677,146.14,0.078,128.436,9,0.675,0.052,0.273,NA,0.186,0.233,NA,0.164,0.186,0.824,26.593,34.525,30.899,0,318.747,318.677
2016-01-10,-34.677,146.14,0.077,128.436,9,0.675,0.052,0.273,322.86,0.188,0.234,322.642,0.163,0.186,0.824,27.832,41.307,30.918,0,322.86,322.642
2016-01-11,-34.677,146.14,0.076,128.436,9,0.675,0.052,0.273,NA,0.189,0.236,NA,0.163,0.185,0.824,30.57,49.994,30.846,0,322.307,320.897
2016-01-12,-34.677,146.14,0.075,128.436,9,0.675,0.052,0.273,NA,0.192,0.235,NA,0.161,0.183,0.824,32.334,44.812,30.521,0,321.753,319.15
2016-01-13,-34.677,146.14,0.071,128.436,9,0.675,0.052,0.273,321.2,0.192,0.234,321.214,0.161,0.183,0.824,34.622,56.077,30.408,0,321.2,321.214
2016-01-14,-34.677,146.14,0.063,128.436,9,0.675,0.052,0.273,NA,0.192,0.234,NA,0.161,0.183,0.824,27.737,16.859,25.266,0.067,320.62,316.84
2016-01-15,-34.677,146.14,0.06,128.436,9,0.675,0.052,0.273,NA,0.192,0.234,NA,0.161,0.183,0.824,19.343,18.223,29.993,0,320.04,312.439
2016-01-16,-34.677,146.14,0.057,128.436,9,0.675,0.052,0.273,NA,0.194,0.234,NA,0.161,0.184,0.824,21.905,21.205,28.997,0,319.46,313.444
2016-01-17,-34.677,146.14,0.055,128.436,9,0.675,0.052,0.273,NA,0.195,0.222,NA,0.16,0.181,0.824,23.775,22.971,29.506,0,318.88,314.471
2016-01-18,-34.677,146.14,0.059,128.436,9,0.675,0.052,0.273,NA,0.194,0.222,NA,0.161,0.182,0.824,25.675,30.323,30.134,0,318.3,316.779
