time,lat,lon,insitu_sm,dem,awc,clay,silt,sand,lst_1km,albedo_500m,ndvi_500m,lst_100m,albedo_100m,ndvi_100m,et_100m,tavg,vpd,srad,rain,lst_interp_1km,lst_interp_100m
2016-01-01,-34.985,146.293,0.078,126.05,8,0.625,0.059,0.316,NA,0.202,0.249,NA,0.189,0.233,0.838,30.578,43.03,30.798,0,309.48,310.299
2016-01-02,-34.985,146.293,0.201,126.05,8,0.625,0.059,0.316,NA,0.194,0.254,NA,0.185,0.233,0.838,29.038,29.735,24.554,0,309.93,310.706
2016-01-03,-34.985,146.293,0.163,126.05,8,0.625,0.059,0.316,NA,0.194,0.254,NA,0.184,0.232,0.838,23.99,17.021,23.945,10.727,310.38,311.112
2016-01-04,-34.985,146.293,0.133,126.05,8,0.625,0.059,0.316,NA,0.194,0.254,NA,0.184,0.232,0.838,21.904,15.138,23.996,0,310.83,311.514
2016-01-05,-34.985,146.293,0.118,126.05,8,0.625,0.059,0.316,NA,0.194,0.249,NA,0.185,0.23,0.838,21.61,8.864,20.72,0,311.28,311.911
2016-01-06,-34.985,146.293,0.114,126.05,8,0.625,0.059,0.316,NA,0.195,0.25,NA,0.184,0.231,0.838,23.772,15.72,28.969,0,311.73,312.308
2016-01-07,-34.985,146.293,0.108,126.05,8,0.625,0.059,0.316,312.18,0.191,0.253,312.706,0.183,0.233,0.838,23.037,20.533,30.626,0.052,312.18,312.706
2016-01-08,-34.985,146.293,0.1,126.05,8,0.625,0.059,0.316,NA,0.191,0.251,NA,0.184,0.228,0.838,23.25,22.885,30.821,0,314.96,315.467
2016-01-09,-34.985,146.293,0.09,126.05,8,0.625,0.059,0.316,NA,0.193,0.245,NA,0.185,0.228,0.838,26.665,33.626,30.833,0,317.74,318.233
2016-01-10,-34.985,146.293,0.081,126.05,8,0.625,0.059,0.316,320.52,0.193,0.244,321.002,0.186,0.228,0.838,27.95,40.199,30.828,0,320.52,321.002
2016-01-11,-34.985,146.293,0.069,126.05,8,0.625,0.059,0.316,NA,0.195,0.242,NA,0.185,0.227,0.838,30.513,48.574,30.758,0,320.65,321.077
2016-01-12,-34.985,146.293,0.06,126.05,8,0.625,0.059,0.316,320.78,0.196,0.24,321.153,0.188,0.223,0.838,32.251,44.249,30.512,0,320.78,321.153
2016-01-13,-34.985,146.293,0.052,126.05,8,0.625,0.059,0.316,320.54,0.197,0.24,321.07,0.188,0.223,0.838,34.591,54.879,30.63,0,320.54,321.07
2016-01-14,-34.985,146.293,0.041,126.05,8,0.625,0.059,0.316,NA,0.197,0.239,NA,0.188,0.223,0.838,28.093,16.968,25.936,0.006,315.82,316.36
