time,lat,lon,insitu_sm,dem,awc,clay,silt,sand,lst_1km,albedo_500m,ndvi_500m,lst_100m,albedo_100m,ndvi_100m,et_100m,tavg,vpd,srad,rain,lst_interp_1km,lst_interp_100m
2016-01-01,-34.852,146.115,0.123,127.223,8,0.662,0.055,0.283,NA,0.196,0.215,NA,0.187,0.229,0.834,30.493,43.642,30.817,0,305.79,311.827
2016-01-02,-34.852,146.115,0.132,127.223,8,0.662,0.055,0.283,NA,0.198,0.214,NA,0.189,0.228,0.834,28.917,29.694,24.615,0,306.125,311.041
2016-01-03,-34.852,146.115,0.141,127.223,8,0.662,0.055,0.283,NA,0.196,0.215,NA,0.189,0.228,0.834,23.883,16.81,24.549,9.2,306.46,310.255
2016-01-04,-34.852,146.115,0.133,127.223,8,0.662,0.055,0.283,NA,0.196,0.215,NA,0.189,0.228,0.834,21.851,15.58,25.131,0,306.795,309.469
2016-01-05,-34.852,146.115,0.125,127.223,8,0.662,0.055,0.283,NA,0.201,0.206,NA,0.19,0.224,0.834,21.712,9.72,21.667,0,307.13,308.684
2016-01-06,-34.852,146.115,0.133,127.223,8,0.662,0.055,0.283,NA,0.199,0.212,NA,0.19,0.228,0.834,23.57,16.199,28.426,0,307.465,308.009
2016-01-07,-34.852,146.115,0.144,127.223,8,0.662,0.055,0.283,307.8,0.197,0.206,308.004,0.189,0.227,0.834,23.143,20.432,30.38,0.209,307.8,308.004
2016-01-08,-34.852,146.115,0.123,127.223,8,0.662,0.055,0.283,NA,0.19,0.209,NA,0.186,0.225,0.834,23.129,22.782,30.843,0,312.807,313.732
2016-01-09,-34.852,146.115,0.106,127.223,8,0.662,0.055,0.283,NA,0.19,0.208,NA,0.186,0.224,0.834,26.5,33.798,30.882,0,317.813,318.558
2016-01-10,-34.852,146.115,0.091,127.223,8,0.662,0.055,0.283,322.82,0.19,0.209,323.492,0.186,0.225,0.834,27.872,40.644,30.892,0,322.82,323.492
2016-01-11,-34.852,146.115,0.08,127.223,8,0.662,0.055,0.283,NA,0.19,0.208,NA,0.186,0.224,0.834,30.535,49.306,30.822,0,323.85,324.194
2016-01-12,-34.852,146.115,0.076,127.223,8,0.662,0.055,0.283,324.88,0.192,0.206,324.895,0.186,0.221,0.834,32.156,43.994,30.49,0,324.88,324.895
2016-01-13,-34.852,146.115,0.072,127.223,8,0.662,0.055,0.283,321.26,0.192,0.206,321.752,0.187,0.221,0.834,34.704,55.449,30.684,0,321.26,321.752
2016-01-14,-34.852,146.115,0.084,127.223,8,0.662,0.055,0.283,NA,0.192,0.206,NA,0.187,0.221,0.834,27.508,16.482,25.333,0.008,319.435,319.308
2016-01-15,-34.852,146.115,0.082,127.223,8,0.662,0.055,0.283,NA,0.192,0.206,NA,0.186,0.221,0.834,19.325,18.308,30.072,0,317.61,316.88
2016-01-16,-34.852,146.115,0.078,127.223,8,0.662,0.055,0.283,NA,0.187,0.21,NA,0.185,0.219,0.834,21.828,21.469,29.016,0,315.785,316.266
2016-01-17,-34.852,146.115,0.077,127.223,8,0.662,0.055,0.283,313.96,0.191,0.209,315.652,0.186,0.219,0.834,23.866,22.94,29.567,0,313.96,315.652
2016-01-18,-34.852,146.115,0.073,127.223,8,0.662,0.055,0.283,NA,0.189,0.209,NA,0.186,0.219,0.834,25.647,30.266,30.173,0,317.26,318.463
2016-01-19,-34.852,146.115,NA,127.223,8,0.662,0.055,0.283,320.56,0.19,0.209,321.286,0.186,0.219,0.834,30.294,45.296,30.145,0,320.56,321.286
2016-01-20,-34.852,146.115,0.066,127.223,8,0.662,0.055,0.283,NA,0.19,0.209,NA,0.186,0.219,0.834,32.075,39.951,28.435,0,316.715,317.642
2016-01-21,-34.852,146.115,0.072,127.223,8,0.662,0.055,0.283,NA,0.185,0.214,NA,0.184,0.221,0.834,29.797,24.738,24.794,0,312.87,314.074
2016-01-22,-34.852,146.115,0.199,127.223,8,0.662,0.055,0.283,NA,0.184,0.215,NA,0.184,0.222,0.834,24.71,8.308,10.99,0,309.025,310.155
2016-01-23,-34.852,146.115,0.195,127.223,8,0.662,0.055,0.283,305.18,0.181,0.219,306.261,0.182,0.226,0.834,25.238,15.161,27.184,13.795,305.18,306.261
2016-01-24,-34.852,146.115,0.176,127.223,8,0.662,0.055,0.283,312.38,0.183,0.221,313.114,0.183,0.228,0.834,24.03,19.056,29.795,0,312.38,313.114
2016-01-25,-34.852,146.115,0.155,127.223,8,0.662,0.055,0.283,NA,0.178,0.231,NA,0.18,0.233,0.834,24.805,21.419,29.503,0,314.47,315.182
2016-01-26,-34.852,146.115,0.154,127.223,8,0.662,0.055,0.283,316.56,0.178,0.232,317.325,0.179,0.234,0.834,27.194,25.923,24.568,0,316.56,317.325
2016-01-27,-34.852,146.115,0.251,127.223,8,0.662,0.055,0.283,NA,0.176,0.234,NA,0.179,0.236,0.834,22.376,3.951,11.441,21.359,312.575,314.029
2016-01-28,-34.852,146.115,0.249,127.223,8,0.662,0.055,0.283,NA,0.173,0.238,NA,0.176,0.243,0.834,25.231,14.047,22.529,6.232,308.59,310.828
2016-01-29,-34.852,146.115,0.247,127.223,8,0.662,0.055,0.283,NA,0.173,0.231,NA,0.177,0.237,0.834,19.832,7.187,16.267,3.035,304.605,306.61
2016-01-30,-34.852,146.115,0.263,127.223,8,0.662,0.055,0.283,300.62,0.174,0.236,303.514,0.178,0.246,0.834,18.521,8.878,18.635,0.787,300.62,303.514
2016-01-31,-34.852,146.115,0.27,127.223,8,0.662,0.055,0.283,NA,0.174,0.234,NA,0.178,0.245,0.834,18.797,8.442,15.948,8.892,302.273,304.329
2016-02-01,-34.852,146.115,0.243,127.223,8,0.662,0.055,0.283,NA,0.179,0.251,NA,0.178,0.259,1.149,19.664,7.901,24.65,11.627,303.927,305.143
2016-02-02,-34.852,146.115,0.213,127.223,8,0.662,0.055,0.283,305.58,0.179,0.243,305.954,0.179,0.251,1.149,21.966,17.83,27.1,0,305.58,305.954
2016-02-03,-34.852,146.115,0.201,127.223,8,0.662,0.055,0.283,NA,0.18,0.249,NA,0.179,0.257,1.149,24.215,11.321,22.495,0,306.89,307.247
2016-02-04,-34.852,146.115,0.183,127.223,8,0.662,0.055,0.283,308.2,0.179,0.253,308.693,0.179,0.263,1.149,23.407,17.537,28.576,0,308.2,308.693
2016-02-05,-34.852,146.115,0.168,127.223,8,0.662,0.055,0.283,307.98,0.18,0.254,308.274,0.18,0.264,1.149,23.289,20.573,28.108,0,307.98,308.274
2016-02-06,-34.852,146.115,0.151,127.223,8,0.662,0.055,0.283,308.94,0.182,0.257,309.551,0.182,0.26,1.149,23.615,19.055,26.482,0,308.94,309.551
2016-02-07,-34.852,146.115,0.133,127.223,8,0.662,0.055,0.283,312.76,0.182,0.257,313.505,0.181,0.26,1.149,25.656,22.018,27.787,0,312.76,313.505
2016-02-08,-34.852,146.115,0.117,127.223,8,0.662,0.055,0.283,313.58,0.184,0.257,314.399,0.182,0.263,1.149,27.491,30.737,28.233,0,313.58,314.399
2016-02-09,-34.852,146.115,0.109,127.223,8,0.662,0.055,0.283,314.2,0.183,0.257,314.868,0.182,0.263,1.149,26.961,29.925,28.161,0,314.2,314.868
2016-02-10,-34.852,146.115,0.102,127.223,8,0.662,0.055,0.283,NA,0.188,0.254,NA,0.184,0.263,1.149,26.976,36.146,28.074,0,311.37,312.049
2016-02-11,-34.852,146.115,0.095,127.223,8,0.662,0.055,0.283,308.54,0.189,0.254,308.945,0.185,0.265,1.149,26.222,30.232,27.885,0,308.54,308.945
2016-02-12,-34.852,146.115,0.09,127.223,8,0.662,0.055,0.283,NA,0.189,0.253,NA,0.185,0.264,1.149,27.395,30.755,27.734,0,306.86,309.099
2016-02-13,-34.852,146.115,0.083,127.223,8,0.662,0.055,0.283,305.18,0.19,0.252,309.254,0.186,0.265,1.149,28.996,40.625,27.645,0,305.18,309.254
2016-02-14,-34.852,146.115,0.087,127.223,8,0.662,0.055,0.283,310.06,0.19,0.251,310.762,0.186,0.265,1.149,26.14,22.793,25.611,0,310.06,310.762
2016-02-15,-34.852,146.115,0.085,127.223,8,0.662,0.055,0.283,308.76,0.19,0.25,309.639,0.186,0.265,1.149,22.233,21.016,27.028,0,308.76,309.639
2016-02-16,-34.852,146.115,0.086,127.223,8,0.662,0.055,0.283,304.3,0.189,0.252,304.894,0.185,0.267,1.149,21.014,16.845,25.164,0,304.3,304.894
2016-02-17,-34.852,146.115,0.085,127.223,8,0.662,0.055,0.283,NA,0.189,0.242,NA,0.187,0.259,1.149,19.343,15.206,25.867,0,308.42,308.801
2016-02-18,-34.852,146.115,0.082,127.223,8,0.662,0.055,0.283,312.54,0.188,0.241,313.059,0.186,0.258,1.149,22.397,17.722,26.848,0,312.54,313.059
2016-02-19,-34.852,146.115,0.077,127.223,8,0.662,0.055,0.283,NA,0.189,0.238,NA,0.187,0.253,1.149,24.523,28.072,26.764,0,312.54,313.059
2016-02-20,-34.852,146.115,0.079,127.223,8,0.662,0.055,0.283,NA,0.19,0.238,NA,0.187,0.254,1.149,24.145,20.363,26.614,0,312.54,313.059
2016-02-21,-34.852,146.115,0.073,127.223,8,0.662,0.055,0.283,NA,0.19,0.236,NA,0.187,0.248,1.149,24.669,27.517,26.425,0,313.293,313.717
