time,lat,lon,insitu_sm,dem,awc,clay,silt,sand,lst_1km,albedo_500m,ndvi_500m,lst_100m,albedo_100m,ndvi_100m,et_100m,tavg,vpd,srad,rain,lst_interp_1km,lst_interp_100m
2016-01-01,-35.002,146.34,0.082,126.069,6,0.634,0.06,0.305,NA,0.204,0.231,NA,0.199,0.255,0.724,30.594,42.885,30.789,0,311.035,312.75
2016-01-02,-35.002,146.34,0.086,126.069,6,0.634,0.06,0.305,NA,0.207,0.229,NA,0.202,0.253,0.724,29.065,29.752,24.527,0,311.473,312.982
2016-01-03,-35.002,146.34,0.102,126.069,6,0.634,0.06,0.305,NA,0.206,0.231,NA,0.201,0.255,0.724,24.017,17.075,23.801,9.969,311.91,313.215
2016-01-04,-35.002,146.34,0.099,126.069,6,0.634,0.06,0.305,NA,0.206,0.23,NA,0.201,0.255,0.724,21.931,15.069,23.721,0,312.348,313.456
2016-01-05,-35.002,146.34,0.095,126.069,6,0.634,0.06,0.305,NA,0.205,0.222,NA,0.2,0.245,0.724,21.595,8.716,20.394,0,312.785,313.696
2016-01-06,-35.002,146.34,0.093,126.069,6,0.634,0.06,0.305,NA,0.205,0.221,NA,0.2,0.249,0.724,23.815,15.624,28.876,0,313.223,313.935
2016-01-07,-35.002,146.34,0.089,126.069,6,0.634,0.06,0.305,313.66,0.205,0.214,314.174,0.199,0.243,0.724,23.022,20.566,30.618,0.059,313.66,314.174
2016-01-08,-35.002,146.34,0.085,126.069,6,0.634,0.06,0.305,NA,0.205,0.214,NA,0.198,0.24,0.724,23.281,22.92,30.817,0,316.16,317.933
2016-01-09,-35.002,146.34,0.08,126.069,6,0.634,0.06,0.305,NA,0.206,0.213,NA,0.199,0.239,0.724,26.715,33.608,30.823,0,318.66,320.147
2016-01-10,-35.002,146.34,0.075,126.069,6,0.634,0.06,0.305,321.16,0.206,0.213,322.359,0.199,0.238,0.724,27.973,40.124,30.815,0,321.16,322.359
2016-01-11,-35.002,146.34,0.069,126.069,6,0.634,0.06,0.305,NA,0.206,0.212,NA,0.2,0.237,0.724,30.509,48.435,30.746,0,321.29,322.27
2016-01-12,-35.002,146.34,0.063,126.069,6,0.634,0.06,0.305,321.42,0.208,0.212,322.182,0.201,0.234,0.724,32.281,44.357,30.519,0,321.42,322.182
2016-01-13,-35.002,146.34,0.06,126.069,6,0.634,0.06,0.305,321.3,0.208,0.212,321.64,0.201,0.234,0.724,34.566,54.761,30.46,0,321.3,321.64
